event_id,user_id,event_name,event_time,event_date,session_id,run_id,turn_no,product_type,action,result,value_num,schema_version,app_version,channel,strategy_segment
evt_000000173,usr_00006,turn_advanced,2026-08-03T21:33:00,2026-08-03,ses_00006_00,run_00006_01,24,,,success,24.0,1,0.9.1,campus_demo,conservative
evt_000000174,usr_00006,turn_advanced,2026-08-03T21:35:00,2026-08-03,ses_00006_00,run_00006_01,25,,,success,25.0,1,0.9.1,campus_demo,conservative
evt_000000175,usr_00006,life_choice_resolved,2026-08-03T21:36:00,2026-08-03,ses_00006_00,run_00006_01,25,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000176,usr_00006,turn_advanced,2026-08-03T21:37:00,2026-08-03,ses_00006_00,run_00006_01,26,,,success,26.0,1,0.9.1,campus_demo,conservative
evt_000000177,usr_00006,turn_advanced,2026-08-03T21:39:00,2026-08-03,ses_00006_00,run_00006_01,27,,,success,27.0,1,0.9.1,campus_demo,conservative
evt_000000178,usr_00006,turn_advanced,2026-08-03T21:41:00,2026-08-03,ses_00006_00,run_00006_01,28,,,success,28.0,1,0.9.1,campus_demo,conservative
evt_000000179,usr_00006,turn_advanced,2026-08-03T21:43:00,2026-08-03,ses_00006_00,run_00006_01,29,,,success,29.0,1,0.9.1,campus_demo,conservative
evt_000000180,usr_00006,turn_advanced,2026-08-03T21:45:00,2026-08-03,ses_00006_00,run_00006_01,30,,,success,30.0,1,0.9.1,campus_demo,conservative
evt_000000181,usr_00006,life_choice_resolved,2026-08-03T21:46:00,2026-08-03,ses_00006_00,run_00006_01,30,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000182,usr_00006,turn_advanced,2026-08-03T21:47:00,2026-08-03,ses_00006_00,run_00006_01,31,,,success,31.0,1,0.9.1,campus_demo,conservative
evt_000000183,usr_00006,turn_advanced,2026-08-03T21:49:00,2026-08-03,ses_00006_00,run_00006_01,32,,,success,32.0,1,0.9.1,campus_demo,conservative
evt_000000184,usr_00006,turn_advanced,2026-08-03T21:51:00,2026-08-03,ses_00006_00,run_00006_01,33,,,success,33.0,1,0.9.1,campus_demo,conservative
evt_000000185,usr_00006,turn_advanced,2026-08-03T21:53:00,2026-08-03,ses_00006_00,run_00006_01,34,,,success,34.0,1,0.9.1,campus_demo,conservative
evt_000000186,usr_00006,turn_advanced,2026-08-03T21:55:00,2026-08-03,ses_00006_00,run_00006_01,35,,,success,35.0,1,0.9.1,campus_demo,conservative
evt_000000187,usr_00006,life_choice_resolved,2026-08-03T21:56:00,2026-08-03,ses_00006_00,run_00006_01,35,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000188,usr_00006,turn_advanced,2026-08-03T21:57:00,2026-08-03,ses_00006_00,run_00006_01,36,,,success,36.0,1,0.9.1,campus_demo,conservative
evt_000000189,usr_00006,turn_advanced,2026-08-03T21:59:00,2026-08-03,ses_00006_00,run_00006_01,37,,,success,37.0,1,0.9.1,campus_demo,conservative
evt_000000190,usr_00006,turn_advanced,2026-08-03T22:01:00,2026-08-03,ses_00006_00,run_00006_01,38,,,success,38.0,1,0.9.1,campus_demo,conservative
evt_000000191,usr_00006,turn_advanced,2026-08-03T22:03:00,2026-08-03,ses_00006_00,run_00006_01,39,,,success,39.0,1,0.9.1,campus_demo,conservative
evt_000000192,usr_00006,turn_advanced,2026-08-03T22:05:00,2026-08-03,ses_00006_00,run_00006_01,40,,,success,40.0,1,0.9.1,campus_demo,conservative
evt_000000193,usr_00006,life_choice_resolved,2026-08-03T22:06:00,2026-08-03,ses_00006_00,run_00006_01,40,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000194,usr_00006,turn_advanced,2026-08-03T22:07:00,2026-08-03,ses_00006_00,run_00006_01,41,,,success,41.0,1,0.9.1,campus_demo,conservative
evt_000000195,usr_00006,turn_advanced,2026-08-03T22:09:00,2026-08-03,ses_00006_00,run_00006_01,42,,,success,42.0,1,0.9.1,campus_demo,conservative
evt_000000196,usr_00006,turn_advanced,2026-08-03T22:11:00,2026-08-03,ses_00006_00,run_00006_01,43,,,success,43.0,1,0.9.1,campus_demo,conservative
evt_000000197,usr_00006,turn_advanced,2026-08-03T22:13:00,2026-08-03,ses_00006_00,run_00006_01,44,,,success,44.0,1,0.9.1,campus_demo,conservative
evt_000000198,usr_00006,turn_advanced,2026-08-03T22:15:00,2026-08-03,ses_00006_00,run_00006_01,45,,,success,45.0,1,0.9.1,campus_demo,conservative
evt_000000199,usr_00006,life_choice_resolved,2026-08-03T22:16:00,2026-08-03,ses_00006_00,run_00006_01,45,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000200,usr_00006,turn_advanced,2026-08-03T22:17:00,2026-08-03,ses_00006_00,run_00006_01,46,,,success,46.0,1,0.9.1,campus_demo,conservative
evt_000000201,usr_00006,turn_advanced,2026-08-03T22:19:00,2026-08-03,ses_00006_00,run_00006_01,47,,,success,47.0,1,0.9.1,campus_demo,conservative
evt_000000202,usr_00006,turn_advanced,2026-08-03T22:21:00,2026-08-03,ses_00006_00,run_00006_01,48,,,success,48.0,1,0.9.1,campus_demo,conservative
evt_000000203,usr_00006,turn_advanced,2026-08-03T22:23:00,2026-08-03,ses_00006_00,run_00006_01,49,,,success,49.0,1,0.9.1,campus_demo,conservative
evt_000000204,usr_00006,turn_advanced,2026-08-03T22:25:00,2026-08-03,ses_00006_00,run_00006_01,50,,,success,50.0,1,0.9.1,campus_demo,conservative
evt_000000205,usr_00006,life_choice_resolved,2026-08-03T22:26:00,2026-08-03,ses_00006_00,run_00006_01,50,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000206,usr_00006,turn_advanced,2026-08-03T22:27:00,2026-08-03,ses_00006_00,run_00006_01,51,,,success,51.0,1,0.9.1,campus_demo,conservative
evt_000000207,usr_00006,turn_advanced,2026-08-03T22:29:00,2026-08-03,ses_00006_00,run_00006_01,52,,,success,52.0,1,0.9.1,campus_demo,conservative
evt_000000208,usr_00006,turn_advanced,2026-08-03T22:31:00,2026-08-03,ses_00006_00,run_00006_01,53,,,success,53.0,1,0.9.1,campus_demo,conservative
evt_000000209,usr_00006,turn_advanced,2026-08-03T22:33:00,2026-08-03,ses_00006_00,run_00006_01,54,,,success,54.0,1,0.9.1,campus_demo,conservative
evt_000000210,usr_00006,turn_advanced,2026-08-03T22:35:00,2026-08-03,ses_00006_00,run_00006_01,55,,,success,55.0,1,0.9.1,campus_demo,conservative
evt_000000211,usr_00006,life_choice_resolved,2026-08-03T22:36:00,2026-08-03,ses_00006_00,run_00006_01,55,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000212,usr_00006,turn_advanced,2026-08-03T22:37:00,2026-08-03,ses_00006_00,run_00006_01,56,,,success,56.0,1,0.9.1,campus_demo,conservative
evt_000000213,usr_00006,turn_advanced,2026-08-03T22:39:00,2026-08-03,ses_00006_00,run_00006_01,57,,,success,57.0,1,0.9.1,campus_demo,conservative
evt_000000214,usr_00006,turn_advanced,2026-08-03T22:41:00,2026-08-03,ses_00006_00,run_00006_01,58,,,success,58.0,1,0.9.1,campus_demo,conservative
evt_000000215,usr_00006,turn_advanced,2026-08-03T22:43:00,2026-08-03,ses_00006_00,run_00006_01,59,,,success,59.0,1,0.9.1,campus_demo,conservative
evt_000000216,usr_00006,turn_advanced,2026-08-03T22:45:00,2026-08-03,ses_00006_00,run_00006_01,60,,,success,60.0,1,0.9.1,campus_demo,conservative
evt_000000217,usr_00006,life_choice_resolved,2026-08-03T22:46:00,2026-08-03,ses_00006_00,run_00006_01,60,,conservative,success,,1,0.9.1,campus_demo,conservative
evt_000000218,usr_00006,turn_advanced,2026-08-03T22:47:00,2026-08-03,ses_00006_00,run_00006_01,61,,,success,61.0,1,0.9.1,campus_demo,conservative
evt_000000219,usr_00006,turn_advanced,2026-08-03T22:49:00,2026-08-03,ses_00006_00,run_00006_01,62,,,success,62.0,1,0.9.1,campus_demo,conservative
evt_000000220,usr_00006,turn_advanced,2026-08-03T22:51:00,2026-08-03,ses_00006_00,run_00006_01,63,,,success,63.0,1,0.9.1,campus_demo,conservative
evt_000000221,usr_00006,system_opened,2026-08-03T21:34:00,2026-08-03,ses_00006_00,run_00006_01,56,gold,open_panel,success,,1,0.9.1,campus_demo,conservative
evt_000000222,usr_00006,system_opened,2026-08-03T22:48:00,2026-08-03,ses_00006_00,run_00006_01,58,annuity,open_panel,success,,1,0.9.1,campus_demo,conservative
evt_000000223,usr_00006,run_end,2026-08-03T22:59:00,2026-08-03,ses_00006_00,run_00006_01,63,,ending.science,completed,63.0,1,0.9.1,campus_demo,conservative
evt_000000224,usr_00006,session_start,2026-08-06T23:20:00,2026-08-06,ses_00006_03,,,,,returning,3.0,1,0.9.1,campus_demo,conservative
evt_000000225,usr_00007,game_install,2026-08-11T10:03:00,2026-08-11,ses_00007_00,,,,,,,1,0.9.3,offline_build,conservative
evt_000000226,usr_00007,session_start,2026-08-11T10:03:05,2026-08-11,ses_00007_00,,,,,,,1,0.9.3,offline_build,conservative
evt_000000227,usr_00007,new_run_start,2026-08-11T10:03:20,2026-08-11,ses_00007_00,run_00007_01,,,,,,1,0.9.3,offline_build,conservative
evt_000000228,usr_00007,opening_item_selected,2026-08-11T10:05:00,2026-08-11,ses_00007_00,run_00007_01,,,prism,success,,1,0.9.3,offline_build,conservative
evt_000000229,usr_00007,watchlist_configured,2026-08-11T10:07:00,2026-08-11,ses_00007_00,run_00007_01,,,three_assets_selected,success,3.0,1,0.9.3,offline_build,conservative
evt_000000230,usr_00007,trade_order_result,2026-08-11T10:09:00,2026-08-11,ses_00007_00,run_00007_01,1,stock,buy,success,1.0,1,0.9.3,offline_build,conservative
evt_000000231,usr_00007,turn_advanced,2026-08-11T10:12:00,2026-08-11,ses_00007_00,run_00007_01,1,,,success,1.0,1,0.9.3,offline_build,conservative
evt_000000232,usr_00007,turn_advanced,2026-08-11T10:14:00,2026-08-11,ses_00007_00,run_00007_01,2,,,success,2.0,1,0.9.3,offline_build,conservative
evt_000000233,usr_00007,turn_advanced,2026-08-11T10:16:00,2026-08-11,ses_00007_00,run_00007_01,3,,,success,3.0,1,0.9.3,offline_build,conservative
evt_000000234,usr_00007,session_start,2026-08-14T14:23:00,2026-08-14,ses_00007_03,,,,,returning,3.0,1,0.9.3,offline_build,conservative
evt_000000235,usr_00007,session_start,2026-08-18T16:01:00,2026-08-18,ses_00007_07,,,,,returning,7.0,1,0.9.3,offline_build,conservative
evt_000000236,usr_00008,game_install,2026-08-02T18:43:00,2026-08-02,ses_00008_00,,,,,,,1,0.9.1,campus_demo,research
evt_000000237,usr_00008,session_start,2026-08-02T18:43:05,2026-08-02,ses_00008_00,,,,,,,1,0.9.1,campus_demo,research
evt_000000238,usr_00008,new_run_start,2026-08-02T18:43:20,2026-08-02,ses_00008_00,run_00008_01,,,,,,1,0.9.1,campus_demo,research
evt_000000239,usr_00008,opening_item_selected,2026-08-02T18:45:00,2026-08-02,ses_00008_00,run_00008_01,,,ledger,success,,1,0.9.1,campus_demo,research
evt_000000240,usr_00008,watchlist_configured,2026-08-02T18:47:00,2026-08-02,ses_00008_00,run_00008_01,,,three_assets_selected,success,3.0,1,0.9.1,campus_demo,research
evt_000000241,usr_00008,trade_order_result,2026-08-02T18:49:00,2026-08-02,ses_00008_00,run_00008_01,1,stock,buy,success,4.0,1,0.9.1,campus_demo,research
evt_000000242,usr_00008,turn_advanced,2026-08-02T18:52:00,2026-08-02,ses_00008_00,run_00008_01,1,,,success,1.0,1,0.9.1,campus_demo,research
evt_000000243,usr_00008,turn_advanced,2026-08-02T18:54:00,2026-08-02,ses_00008_00,run_00008_01,2,,,success,2.0,1,0.9.1,campus_demo,research
evt_000000244,usr_00008,turn_advanced,2026-08-02T18:56:00,2026-08-02,ses_00008_00,run_00008_01,3,,,success,3.0,1,0.9.1,campus_demo,research
evt_000000245,usr_00009,game_install,2026-08-11T13:16:00,2026-08-11,ses_00009_00,,,,,,,1,0.9.3,campus_demo,conservative
evt_000000246,usr_00009,session_start,2026-08-11T13:16:05,2026-08-11,ses_00009_00,,,,,,,1,0.9.3,campus_demo,conservative
evt_000000247,usr_00009,new_run_start,2026-08-11T13:16:20,2026-08-11,ses_00009_00,run_00009_01,,,,,,1,0.9.3,campus_demo,conservative
evt_000000248,usr_00009,opening_item_selected,2026-08-11T13:18:00,2026-08-11,ses_00009_00,run_00009_01,,,ledger,success,,1,0.9.3,campus_demo,conservative
evt_000000249,usr_00009,watchlist_configured,2026-08-11T13:20:00,2026-08-11,ses_00009_00,run_00009_01,,,three_assets_selected,success,3.0,1,0.9.3,campus_demo,conservative
evt_000000250,usr_00009,trade_order_result,2026-08-11T13:22:00,2026-08-11,ses_00009_00,run_00009_01,1,stock,buy,success,3.0,1,0.9.3,campus_demo,conservative
